,product_link,product_title,price_usd,condition,time_sold
10,https://www.ebay.com/itm/SUPER-MARIO-WORLD-2-YOSHIS-ISLAND-SUPER-NINTENDO-SNES-BOARD-PIC/113882738483?epid=4967&hash=item1a83f0af33:g:-B4AAOSwLJRddp99,None,22.50,Good,"Sep 10, 2019 03:02:53 PDT "
11,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-1995-AUTHENTIC/333323030122?epid=4967&hash=item4d9b99ce6a:g:VGIAAOSwGQpddKwc,None,22.50,Good,"Sep 10, 2019 03:02:53 PDT "
12,https://www.ebay.com/itm/SNES-Super-Nintendo-SUPER-MARIO-WORLD-2-YOSHIS-ISLAND-Video-Game-Cartridge/323901867353?hash=item4b6a0e4559:g:TlIAAOSwlf5dVwpw,SNES Super Nintendo SUPER MARIO WORLD 2 YOSHI'S ISLAND Video Game Cartridge,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
13,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-Game-Authentic-SNES-Cartridge/153628604020?epid=4967&hash=item23c4fa7674:g:F~IAAOSwKMddbeQO,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
14,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-1995-Cleaned-Tested/274000164345?epid=4967&hash=item3fcbaeb5f9:g:4YkAAOSwjpVddWSo,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
15,https://www.ebay.com/itm/Yoshis-Island-Super-Mario-World-2-with-Box-and-Manual-Super-Nintendo-SNES/123901411173?epid=4967&hash=item1cd9197f65:g:E~YAAOSwJuhddX5X,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
16,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-Free-Shipping/273989649552?epid=4967&hash=item3fcb0e4490:g:EB4AAOSwx8pda9~g,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
17,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-1995-authentic-works/283607540324?epid=4967&hash=item420853a264:g:9KUAAOSwe0FddFSc,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
18,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-Entertainment-System-1995/123895495284?epid=4967&hash=item1cd8bf3a74:g:NFAAAOSw1oJdbpZY,None,19.00,Good,"Sep 08, 2019 19:02:14 PDT "
19,https://www.ebay.com/itm/Super-Mario-World-2-Yoshi-s-Island-Super-Nintendo-SNES-Fast-Shipping/183920157404?hash=item2ad27ee2dc:g:AukAAOSwog9dVHv6,Super Mario World 2 Yoshi’s Island Super Nintendo SNES Fast Shipping!  ,22.99,Good,"Sep 07, 2019 18:19:28 PDT "
20,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-SNES-Super-Nintendo-with-custom-case/264455280560?epid=4967&hash=item3d92c357b0:g:BqgAAOSwwnZdcdZV,None,22.99,Good,"Sep 07, 2019 18:19:28 PDT "
21,https://www.ebay.com/itm/Super-Nintendo-SNES-Game-CASE-Super-Mario-World-2-Yoshis-Island-PAL/283329335286?hash=item41f7be8ff6:g:dg0AAOSwgb1cMb-9,Super Nintendo SNES - Game CASE - Super Mario World 2 Yoshis Island (PAL),AU $14.50,New,"Sep 07, 2019 18:19:28 PDT "
22,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-for-Super-Nintendo-SNES-Game-Authentic/323907736336?epid=4967&hash=item4b6a67d310:g:kdsAAOSwXzRdc8Bm,None,AU $14.50,New,"Sep 07, 2019 18:19:28 PDT "
23,https://www.ebay.com/itm/Mario-World-2-II-Yoshis-Island-for-Super-Nintendo-Snes-Yoshis-Yoschis/223113573900?hash=item33f29af60c:g:C6YAAOSwAopcOf~E,Mario World 2/ II Yoshis Island for Super Nintendo/ Snes (Yoshi's/Yoschis),33.05,Acceptable,"Sep 07, 2019 18:19:28 PDT "
24,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-FREE-SHIPPING/223648751022?epid=4967&hash=item3412811dae:g:Fo4AAOSw3TldbeEl,None,33.05,Acceptable,"Sep 07, 2019 18:19:28 PDT "
25,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-Free-Shipping/333312969636?epid=4967&hash=item4d9b004ba4:g:6YoAAOSwWH1dafqb,None,33.05,Acceptable,"Sep 07, 2019 18:19:28 PDT "
26,https://www.ebay.com/itm/Super-Mario-World-2-Yoshi-s-Island-Snes-Super-Nintendo-Game-Only/202771924058?hash=item2f3626045a:g:qsQAAOSwqyFdb-A3,Super Mario World 2 : Yoshi’s Island - Snes ( Super Nintendo ) Game Only !,C $61.99,Very Good,"Sep 06, 2019 15:02:53 PDT "
27,https://www.ebay.com/itm/Super-Mario-World-2-Yoshis-Island-Super-Nintendo-SNES-1995-CLEANED-TESTED/333318803314?epid=4967&hash=item4d9b594f72:g:pRIAAOSwL1VdcLV7,None,C $61.99,Very Good,"Sep 06, 2019 15:02:53 PDT "
28,https://www.ebay.com/itm/Super-Nintendo-SNES-Controller-Sticker-Vinyl-Decal-NO-Video-Game-Console-Custom/182961728861?hash=item2a995e6d5d:m:mBztOFWs-NX0BppeU8UM1Rg,Super Nintendo SNES Controller Sticker Vinyl Decal -NO Video Game Console Custom,6.49/ea,New,"Sep 06, 2019 15:02:53 PDT "
